Time,Date,Hour,Day_of_Week,Road_Name,Vehicle_Count,Traffic_Density,Congestion_Level,Avg_Speed_kmh,Pollution_Index
2024-04-16 07:00:00,2024-04-16,7,Tuesday,Outer Ring Road,107,0.22,Low,47.6,120.5
2024-04-16 07:00:00,2024-04-16,7,Tuesday,Hosur Road,62,0.3,Low,45.1,99.7
2024-04-16 07:00:00,2024-04-16,7,Tuesday,Bannerghatta Road,74,0.29,Low,41.2,96.5
2024-04-16 07:00:00,2024-04-16,7,Tuesday,Old Airport Road,68,0.2,Low,46.3,88.7
2024-04-16 07:00:00,2024-04-16,7,Tuesday,Whitefield Road,86,0.24,Low,49.2,95.4
2024-04-16 07:00:00,2024-04-16,7,Tuesday,Electronic City Road,60,0.22,Low,43.3,81.7
2024-04-16 08:00:00,2024-04-16,8,Tuesday,MG Road,438,0.94,Critical,7.1,393.3
2024-04-16 08:00:00,2024-04-16,8,Tuesday,Brigade Road,292,0.94,Critical,5.0,270.4
2024-04-16 08:00:00,2024-04-16,8,Tuesday,Outer Ring Road,298,1.0,Critical,5.0,262.6
2024-04-16 08:00:00,2024-04-16,8,Tuesday,Hosur Road,206,0.74,High,17.2,191.4
2024-04-16 08:00:00,2024-04-16,8,Tuesday,Bannerghatta Road,238,0.89,Critical,6.5,223.4
2024-04-16 08:00:00,2024-04-16,8,Tuesday,Old Airport Road,263,0.84,High,9.8,263.2
2024-04-16 08:00:00,2024-04-16,8,Tuesday,Whitefield Road,274,0.85,Critical,10.9,278.7
2024-04-16 08:00:00,2024-04-16,8,Tuesday,Electronic City Road,288,0.87,Critical,5.0,278.2
2024-04-16 09:00:00,2024-04-16,9,Tuesday,MG Road,302,0.9,Critical,9.0,281.4
2024-04-16 09:00:00,2024-04-16,9,Tuesday,Brigade Road,246,0.89,Critical,5.0,233.0
2024-04-16 09:00:00,2024-04-16,9,Tuesday,Outer Ring Road,319,0.84,High,14.1,282.8
2024-04-16 09:00:00,2024-04-16,9,Tuesday,Hosur Road,195,0.66,High,17.5,209.1
2024-04-16 09:00:00,2024-04-16,9,Tuesday,Bannerghatta Road,202,0.67,High,24.3,198.5
2024-04-16 09:00:00,2024-04-16,9,Tuesday,Old Airport Road,247,0.88,Critical,9.2,229.6
2024-04-16 09:00:00,2024-04-16,9,Tuesday,Whitefield Road,319,0.78,High,12.5,298.8
2024-04-16 09:00:00,2024-04-16,9,Tuesday,Electronic City Road,370,0.87,Critical,5.0,335.7
2024-04-16 10:00:00,2024-04-16,10,Tuesday,MG Road,245,0.82,High,6.1,244.0
2024-04-16 10:00:00,2024-04-16,10,Tuesday,Brigade Road,340,0.91,Critical,5.0,315.5
2024-04-16 10:00:00,2024-04-16,10,Tuesday,Outer Ring Road,381,0.98,Critical,6.1,340.0
2024-04-16 10:00:00,2024-04-16,10,Tuesday,Hosur Road,326,0.92,Critical,5.0,302.5
2024-04-16 10:00:00,2024-04-16,10,Tuesday,Bannerghatta Road,211,0.74,High,19.8,207.0
2024-04-16 10:00:00,2024-04-16,10,Tuesday,Old Airport Road,257,0.73,High,11.5,238.0
2024-04-16 10:00:00,2024-04-16,10,Tuesday,Whitefield Road,342,0.73,High,12.1,321.0
2024-04-16 10:00:00,2024-04-16,10,Tuesday,Electronic City Road,387,0.95,Critical,7.4,347.4
2024-04-16 11:00:00,2024-04-16,11,Tuesday,MG Road,185,0.4,Moderate,38.0,183.5
2024-04-16 11:00:00,2024-04-16,11,Tuesday,Brigade Road,176,0.55,Moderate,24.5,165.5
2024-04-16 11:00:00,2024-04-16,11,Tuesday,Outer Ring Road,208,0.5,Moderate,27.9,192.9
2024-04-16 11:00:00,2024-04-16,11,Tuesday,Hosur Road,131,0.53,Moderate,24.3,131.0
2024-04-16 11:00:00,2024-04-16,11,Tuesday,Bannerghatta Road,94,0.41,Moderate,32.9,110.7
2024-04-16 11:00:00,2024-04-16,11,Tuesday,Old Airport Road,161,0.59,Moderate,27.3,150.6
2024-04-16 11:00:00,2024-04-16,11,Tuesday,Whitefield Road,126,0.42,Moderate,38.3,129.9
2024-04-16 11:00:00,2024-04-16,11,Tuesday,Electronic City Road,156,0.59,Moderate,20.6,150.4
2024-04-16 12:00:00,2024-04-16,12,Tuesday,MG Road,235,0.64,Moderate,22.2,225.5
2024-04-16 12:00:00,2024-04-16,12,Tuesday,Brigade Road,160,0.59,Moderate,19.8,169.0
2024-04-16 12:00:00,2024-04-16,12,Tuesday,Outer Ring Road,242,0.46,Moderate,28.5,232.5
2024-04-16 12:00:00,2024-04-16,12,Tuesday,Hosur Road,129,0.48,Moderate,26.9,126.7
2024-04-16 12:00:00,2024-04-16,12,Tuesday,Bannerghatta Road,167,0.46,Moderate,32.5,163.3
2024-04-16 12:00:00,2024-04-16,12,Tuesday,Old Airport Road,87,0.39,Moderate,32.5,97.1
2024-04-16 12:00:00,2024-04-16,12,Tuesday,Whitefield Road,127,0.48,Moderate,29.9,132.1
2024-04-16 12:00:00,2024-04-16,12,Tuesday,Electronic City Road,100,0.64,Moderate,22.4,104.6
2024-04-16 13:00:00,2024-04-16,13,Tuesday,MG Road,104,0.42,Moderate,32.8,133.1
2024-04-16 13:00:00,2024-04-16,13,Tuesday,Brigade Road,153,0.35,Moderate,39.1,142.9
2024-04-16 13:00:00,2024-04-16,13,Tuesday,Outer Ring Road,213,0.55,Moderate,27.3,202.5
2024-04-16 13:00:00,2024-04-16,13,Tuesday,Hosur Road,103,0.45,Moderate,36.6,134.4
2024-04-16 13:00:00,2024-04-16,13,Tuesday,Bannerghatta Road,109,0.55,Moderate,26.8,111.2
2024-04-16 13:00:00,2024-04-16,13,Tuesday,Old Airport Road,132,0.52,Moderate,29.2,157.8
2024-04-16 13:00:00,2024-04-16,13,Tuesday,Whitefield Road,118,0.55,Moderate,23.5,144.8
2024-04-16 13:00:00,2024-04-16,13,Tuesday,Electronic City Road,161,0.5,Moderate,30.7,158.7
2024-04-16 14:00:00,2024-04-16,14,Tuesday,MG Road,238,0.47,Moderate,30.4,219.4
2024-04-16 14:00:00,2024-04-16,14,Tuesday,Brigade Road,144,0.47,Moderate,27.2,148.0
2024-04-16 14:00:00,2024-04-16,14,Tuesday,Outer Ring Road,183,0.36,Moderate,37.3,190.7
2024-04-16 14:00:00,2024-04-16,14,Tuesday,Hosur Road,112,0.57,Moderate,25.6,147.6
2024-04-16 14:00:00,2024-04-16,14,Tuesday,Bannerghatta Road,155,0.62,Moderate,26.5,169.4
2024-04-16 14:00:00,2024-04-16,14,Tuesday,Old Airport Road,103,0.53,Moderate,28.2,105.4
2024-04-16 14:00:00,2024-04-16,14,Tuesday,Whitefield Road,171,0.36,Moderate,39.0,185.0
2024-04-16 14:00:00,2024-04-16,14,Tuesday,Electronic City Road,224,0.39,Moderate,32.0,210.3
2024-04-16 15:00:00,2024-04-16,15,Tuesday,MG Road,149,0.49,Moderate,28.6,160.6
2024-04-16 15:00:00,2024-04-16,15,Tuesday,Brigade Road,156,0.63,Moderate,22.3,160.2
2024-04-16 15:00:00,2024-04-16,15,Tuesday,Outer Ring Road,242,0.53,Moderate,32.4,237.8
2024-04-16 15:00:00,2024-04-16,15,Tuesday,Hosur Road,174,0.59,Moderate,24.3,162.8
2024-04-16 15:00:00,2024-04-16,15,Tuesday,Bannerghatta Road,149,0.64,Moderate,21.8,164.5
2024-04-16 15:00:00,2024-04-16,15,Tuesday,Old Airport Road,104,0.54,Moderate,31.3,127.0
2024-04-16 15:00:00,2024-04-16,15,Tuesday,Whitefield Road,125,0.44,Moderate,37.7,142.6
2024-04-16 15:00:00,2024-04-16,15,Tuesday,Electronic City Road,144,0.64,Moderate,24.9,155.9
2024-04-16 16:00:00,2024-04-16,16,Tuesday,MG Road,180,0.43,Moderate,33.4,190.4
2024-04-16 16:00:00,2024-04-16,16,Tuesday,Brigade Road,216,0.53,Moderate,31.2,220.3
2024-04-16 16:00:00,2024-04-16,16,Tuesday,Outer Ring Road,146,0.56,Moderate,28.5,158.9
2024-04-16 16:00:00,2024-04-16,16,Tuesday,Hosur Road,124,0.59,Moderate,24.8,123.9
2024-04-16 16:00:00,2024-04-16,16,Tuesday,Bannerghatta Road,182,0.61,Moderate,20.9,189.5
2024-04-16 16:00:00,2024-04-16,16,Tuesday,Old Airport Road,147,0.6,Moderate,27.9,170.0
2024-04-16 16:00:00,2024-04-16,16,Tuesday,Whitefield Road,151,0.42,Moderate,37.0,178.1
2024-04-16 16:00:00,2024-04-16,16,Tuesday,Electronic City Road,159,0.51,Moderate,26.9,150.1
2024-04-16 17:00:00,2024-04-16,17,Tuesday,MG Road,281,0.99,Critical,5.4,244.9
2024-04-16 17:00:00,2024-04-16,17,Tuesday,Brigade Road,283,0.93,Critical,8.5,264.6
2024-04-16 17:00:00,2024-04-16,17,Tuesday,Outer Ring Road,446,0.85,Critical,9.1,393.6
2024-04-16 17:00:00,2024-04-16,17,Tuesday,Hosur Road,275,0.67,High,21.1,259.6
2024-04-16 17:00:00,2024-04-16,17,Tuesday,Bannerghatta Road,209,0.82,High,8.9,192.8
2024-04-16 17:00:00,2024-04-16,17,Tuesday,Old Airport Road,191,0.78,High,8.6,175.6
2024-04-16 17:00:00,2024-04-16,17,Tuesday,Whitefield Road,236,0.84,High,5.9,212.6
2024-04-16 17:00:00,2024-04-16,17,Tuesday,Electronic City Road,353,0.72,High,12.4,306.9
2024-04-16 18:00:00,2024-04-16,18,Tuesday,MG Road,439,0.9,Critical,5.3,380.4
2024-04-16 18:00:00,2024-04-16,18,Tuesday,Brigade Road,420,0.86,Critical,12.7,370.1
2024-04-16 18:00:00,2024-04-16,18,Tuesday,Outer Ring Road,343,0.7,High,18.8,324.9
2024-04-16 18:00:00,2024-04-16,18,Tuesday,Hosur Road,247,0.93,Critical,5.0,242.3
2024-04-16 18:00:00,2024-04-16,18,Tuesday,Bannerghatta Road,230,0.68,High,24.0,214.8
2024-04-16 18:00:00,2024-04-16,18,Tuesday,Old Airport Road,285,0.69,High,22.1,256.8
2024-04-16 18:00:00,2024-04-16,18,Tuesday,Whitefield Road,336,0.86,Critical,12.6,300.0
2024-04-16 18:00:00,2024-04-16,18,Tuesday,Electronic City Road,215,0.73,High,15.6,226.4
2024-04-16 19:00:00,2024-04-16,19,Tuesday,MG Road,358,0.81,High,7.4,309.7
2024-04-16 19:00:00,2024-04-16,19,Tuesday,Brigade Road,368,0.8,High,15.5,344.4
2024-04-16 19:00:00,2024-04-16,19,Tuesday,Outer Ring Road,257,0.84,High,6.7,252.5
2024-04-16 19:00:00,2024-04-16,19,Tuesday,Hosur Road,326,0.93,Critical,5.0,281.6
2024-04-16 19:00:00,2024-04-16,19,Tuesday,Bannerghatta Road,313,0.87,Critical,8.9,285.3
2024-04-16 19:00:00,2024-04-16,19,Tuesday,Old Airport Road,191,0.86,Critical,5.1,189.0
2024-04-16 19:00:00,2024-04-16,19,Tuesday,Whitefield Road,272,0.76,High,12.1,266.2
2024-04-16 19:00:00,2024-04-16,19,Tuesday,Electronic City Road,291,0.78,High,17.8,280.3
2024-04-16 20:00:00,2024-04-16,20,Tuesday,MG Road,413,0.74,High,15.1,382.4
2024-04-16 20:00:00,2024-04-16,20,Tuesday,Brigade Road,349,0.85,Critical,7.8,318.8
2024-04-16 20:00:00,2024-04-16,20,Tuesday,Outer Ring Road,403,0.97,Critical,5.0,356.3
2024-04-16 20:00:00,2024-04-16,20,Tuesday,Hosur Road,270,0.78,High,13.0,242.7
2024-04-16 20:00:00,2024-04-16,20,Tuesday,Bannerghatta Road,338,0.88,Critical,7.5,298.2
2024-04-16 20:00:00,2024-04-16,20,Tuesday,Old Airport Road,180,0.99,Critical,5.0,173.1
2024-04-16 20:00:00,2024-04-16,20,Tuesday,Whitefield Road,259,0.68,High,14.7,230.4
2024-04-16 20:00:00,2024-04-16,20,Tuesday,Electronic City Road,293,0.81,High,7.8,271.8
2024-04-16 21:00:00,2024-04-16,21,Tuesday,MG Road,120,0.33,Low,39.3,122.7
2024-04-16 21:00:00,2024-04-16,21,Tuesday,Brigade Road,47,0.2,Low,49.2,80.5
2024-04-16 21:00:00,2024-04-16,21,Tuesday,Outer Ring Road,120,0.31,Low,39.3,134.8
2024-04-16 21:00:00,2024-04-16,21,Tuesday,Hosur Road,70,0.33,Low,35.4,114.5
2024-04-16 21:00:00,2024-04-16,21,Tuesday,Bannerghatta Road,70,0.29,Low,45.3,86.8
2024-04-16 21:00:00,2024-04-16,21,Tuesday,Old Airport Road,78,0.19,Low,51.4,104.5
2024-04-16 21:00:00,2024-04-16,21,Tuesday,Whitefield Road,66,0.29,Low,42.9,80.3
2024-04-16 21:00:00,2024-04-16,21,Tuesday,Electronic City Road,103,0.15,Low,53.7,122.9
2024-04-16 22:00:00,2024-04-16,22,Tuesday,MG Road,44,0.25,Low,43.9,61.9
2024-04-16 22:00:00,2024-04-16,22,Tuesday,Brigade Road,81,0.18,Low,46.6,109.2
2024-04-16 22:00:00,2024-04-16,22,Tuesday,Outer Ring Road,86,0.26,Low,44.0,107.0
2024-04-16 22:00:00,2024-04-16,22,Tuesday,Hosur Road,90,0.17,Low,46.4,116.2
2024-04-16 22:00:00,2024-04-16,22,Tuesday,Bannerghatta Road,44,0.16,Low,46.8,66.7
2024-04-16 22:00:00,2024-04-16,22,Tuesday,Old Airport Road,71,0.31,Low,41.9,105.8
2024-04-16 22:00:00,2024-04-16,22,Tuesday,Whitefield Road,120,0.26,Low,48.8,130.2
2024-04-16 22:00:00,2024-04-16,22,Tuesday,Electronic City Road,95,0.27,Low,46.3,116.9
2024-04-16 23:00:00,2024-04-16,23,Tuesday,MG Road,90,0.18,Low,45.5,93.5
2024-04-16 23:00:00,2024-04-16,23,Tuesday,Brigade Road,56,0.27,Low,47.2,69.4
2024-04-16 23:00:00,2024-04-16,23,Tuesday,Outer Ring Road,137,0.23,Low,44.2,130.6
2024-04-16 23:00:00,2024-04-16,23,Tuesday,Hosur Road,68,0.19,Low,45.8,105.4
2024-04-16 23:00:00,2024-04-16,23,Tuesday,Bannerghatta Road,96,0.18,Low,52.1,126.8
2024-04-16 23:00:00,2024-04-16,23,Tuesday,Old Airport Road,78,0.31,Low,38.8,83.1
2024-04-16 23:00:00,2024-04-16,23,Tuesday,Whitefield Road,60,0.33,Low,40.1,86.7
2024-04-16 23:00:00,2024-04-16,23,Tuesday,Electronic City Road,78,0.22,Low,46.4,99.0
2024-04-17 00:00:00,2024-04-17,0,Wednesday,MG Road,4,0.05,Low,61.0,60.1
2024-04-17 00:00:00,2024-04-17,0,Wednesday,Brigade Road,29,0.07,Low,55.5,58.7
2024-04-17 00:00:00,2024-04-17,0,Wednesday,Outer Ring Road,43,0.03,Low,56.7,74.9
2024-04-17 00:00:00,2024-04-17,0,Wednesday,Hosur Road,43,0.03,Low,53.9,67.7
2024-04-17 00:00:00,2024-04-17,0,Wednesday,Bannerghatta Road,19,0.14,Low,46.7,39.3
2024-04-17 00:00:00,2024-04-17,0,Wednesday,Old Airport Road,28,0.06,Low,56.5,67.6
2024-04-17 00:00:00,2024-04-17,0,Wednesday,Whitefield Road,34,0.02,Low,57.1,71.7
2024-04-17 00:00:00,2024-04-17,0,Wednesday,Electronic City Road,31,0.1,Low,52.7,76.8
2024-04-17 01:00:00,2024-04-17,1,Wednesday,MG Road,20,0.13,Low,51.5,56.6
2024-04-17 01:00:00,2024-04-17,1,Wednesday,Brigade Road,58,0.11,Low,53.5,106.3
2024-04-17 01:00:00,2024-04-17,1,Wednesday,Outer Ring Road,21,0.14,Low,49.9,65.4
2024-04-17 01:00:00,2024-04-17,1,Wednesday,Hosur Road,20,0.04,Low,53.5,51.4
2024-04-17 01:00:00,2024-04-17,1,Wednesday,Bannerghatta Road,21,0.05,Low,55.0,74.9
2024-04-17 01:00:00,2024-04-17,1,Wednesday,Old Airport Road,12,0.07,Low,55.0,62.6
2024-04-17 01:00:00,2024-04-17,1,Wednesday,Whitefield Road,24,0.08,Low,52.8,75.8
2024-04-17 01:00:00,2024-04-17,1,Wednesday,Electronic City Road,1,0.15,Low,54.6,31.4
2024-04-17 02:00:00,2024-04-17,2,Wednesday,MG Road,42,0.12,Low,52.5,92.8
2024-04-17 02:00:00,2024-04-17,2,Wednesday,Brigade Road,49,0.03,Low,61.3,72.9
2024-04-17 02:00:00,2024-04-17,2,Wednesday,Outer Ring Road,37,0.13,Low,53.0,71.5
2024-04-17 02:00:00,2024-04-17,2,Wednesday,Hosur Road,28,0.1,Low,54.3,69.1
2024-04-17 02:00:00,2024-04-17,2,Wednesday,Bannerghatta Road,47,0.11,Low,56.2,67.4
2024-04-17 02:00:00,2024-04-17,2,Wednesday,Old Airport Road,3,0.08,Low,53.5,42.8
2024-04-17 02:00:00,2024-04-17,2,Wednesday,Whitefield Road,43,0.15,Low,46.5,78.1
2024-04-17 02:00:00,2024-04-17,2,Wednesday,Electronic City Road,19,0.03,Low,58.8,69.0
2024-04-17 03:00:00,2024-04-17,3,Wednesday,MG Road,21,0.13,Low,51.8,42.9
2024-04-17 03:00:00,2024-04-17,3,Wednesday,Brigade Road,19,0.11,Low,52.0,64.9
2024-04-17 03:00:00,2024-04-17,3,Wednesday,Outer Ring Road,42,0.09,Low,50.4,60.1
2024-04-17 03:00:00,2024-04-17,3,Wednesday,Hosur Road,30,0.14,Low,54.3,81.0
2024-04-17 03:00:00,2024-04-17,3,Wednesday,Bannerghatta Road,11,0.08,Low,51.7,47.7
2024-04-17 03:00:00,2024-04-17,3,Wednesday,Old Airport Road,6,0.06,Low,52.6,34.2
2024-04-17 03:00:00,2024-04-17,3,Wednesday,Whitefield Road,43,0.14,Low,52.5,70.6
2024-04-17 03:00:00,2024-04-17,3,Wednesday,Electronic City Road,33,0.06,Low,59.4,59.8
2024-04-17 04:00:00,2024-04-17,4,Wednesday,MG Road,24,0.1,Low,50.0,42.5
2024-04-17 04:00:00,2024-04-17,4,Wednesday,Brigade Road,9,0.04,Low,57.5,30.9
2024-04-17 04:00:00,2024-04-17,4,Wednesday,Outer Ring Road,9,0.15,Low,50.7,28.5
2024-04-17 04:00:00,2024-04-17,4,Wednesday,Hosur Road,26,0.15,Low,52.8,77.5
2024-04-17 04:00:00,2024-04-17,4,Wednesday,Bannerghatta Road,19,0.11,Low,48.8,70.9
2024-04-17 04:00:00,2024-04-17,4,Wednesday,Old Airport Road,32,0.03,Low,54.0,47.2
2024-04-17 04:00:00,2024-04-17,4,Wednesday,Whitefield Road,1,0.13,Low,55.1,56.7
2024-04-17 04:00:00,2024-04-17,4,Wednesday,Electronic City Road,51,0.03,Low,56.1,94.3
2024-04-17 05:00:00,2024-04-17,5,Wednesday,MG Road,10,0.13,Low,48.6,46.5
2024-04-17 05:00:00,2024-04-17,5,Wednesday,Brigade Road,32,0.04,Low,53.6,69.9
2024-04-17 05:00:00,2024-04-17,5,Wednesday,Outer Ring Road,32,0.02,Low,60.5,73.4
2024-04-17 05:00:00,2024-04-17,5,Wednesday,Hosur Road,42,0.07,Low,53.9,79.7
2024-04-17 05:00:00,2024-04-17,5,Wednesday,Bannerghatta Road,27,0.07,Low,58.7,75.5
2024-04-17 05:00:00,2024-04-17,5,Wednesday,Old Airport Road,27,0.05,Low,53.5,47.8
2024-04-17 05:00:00,2024-04-17,5,Wednesday,Whitefield Road,4,0.03,Low,54.7,63.1
2024-04-17 05:00:00,2024-04-17,5,Wednesday,Electronic City Road,7,0.04,Low,55.4,38.9
2024-04-17 06:00:00,2024-04-17,6,Wednesday,MG Road,83,0.27,Low,43.2,91.3
2024-04-17 06:00:00,2024-04-17,6,Wednesday,Brigade Road,108,0.28,Low,45.5,118.5
2024-04-17 06:00:00,2024-04-17,6,Wednesday,Outer Ring Road,123,0.19,Low,50.2,133.0
2024-04-17 06:00:00,2024-04-17,6,Wednesday,Hosur Road,63,0.19,Low,44.1,104.0
2024-04-17 06:00:00,2024-04-17,6,Wednesday,Bannerghatta Road,86,0.2,Low,51.1,107.3
2024-04-17 06:00:00,2024-04-17,6,Wednesday,Old Airport Road,61,0.31,Low,40.9,101.4
2024-04-17 06:00:00,2024-04-17,6,Wednesday,Whitefield Road,103,0.34,Low,41.2,140.7
2024-04-17 06:00:00,2024-04-17,6,Wednesday,Electronic City Road,100,0.26,Low,39.5,131.3
2024-04-17 07:00:00,2024-04-17,7,Wednesday,MG Road,77,0.23,Low,50.0,95.0
2024-04-17 07:00:00,2024-04-17,7,Wednesday,Brigade Road,49,0.33,Low,40.3,79.0
2024-04-17 07:00:00,2024-04-17,7,Wednesday,Outer Ring Road,74,0.33,Low,39.4,110.0
2024-04-17 07:00:00,2024-04-17,7,Wednesday,Hosur Road,88,0.22,Low,49.8,105.3
2024-04-17 07:00:00,2024-04-17,7,Wednesday,Bannerghatta Road,46,0.17,Low,46.8,62.7
2024-04-17 07:00:00,2024-04-17,7,Wednesday,Old Airport Road,84,0.28,Low,40.9,102.8
2024-04-17 07:00:00,2024-04-17,7,Wednesday,Whitefield Road,92,0.35,Moderate,43.3,101.5
2024-04-17 07:00:00,2024-04-17,7,Wednesday,Electronic City Road,97,0.34,Low,39.1,126.4
2024-04-17 08:00:00,2024-04-17,8,Wednesday,MG Road,420,0.75,High,10.4,369.3
2024-04-17 08:00:00,2024-04-17,8,Wednesday,Brigade Road,347,0.86,Critical,8.1,332.7
2024-04-17 08:00:00,2024-04-17,8,Wednesday,Outer Ring Road,426,0.97,Critical,5.0,397.7
2024-04-17 08:00:00,2024-04-17,8,Wednesday,Hosur Road,362,0.73,High,14.2,335.7
2024-04-17 08:00:00,2024-04-17,8,Wednesday,Bannerghatta Road,197,0.94,Critical,5.0,188.2
2024-04-17 08:00:00,2024-04-17,8,Wednesday,Old Airport Road,296,0.73,High,20.7,274.8
2024-04-17 08:00:00,2024-04-17,8,Wednesday,Whitefield Road,314,0.65,High,25.6,303.3
2024-04-17 08:00:00,2024-04-17,8,Wednesday,Electronic City Road,307,0.84,High,14.0,266.3
2024-04-17 09:00:00,2024-04-17,9,Wednesday,MG Road,454,0.93,Critical,5.8,403.1
2024-04-17 09:00:00,2024-04-17,9,Wednesday,Brigade Road,417,0.72,High,14.7,358.2
2024-04-17 09:00:00,2024-04-17,9,Wednesday,Outer Ring Road,338,0.97,Critical,5.0,303.5
2024-04-17 09:00:00,2024-04-17,9,Wednesday,Hosur Road,340,0.88,Critical,9.1,295.2
2024-04-17 09:00:00,2024-04-17,9,Wednesday,Bannerghatta Road,350,0.74,High,10.8,305.2
2024-04-17 09:00:00,2024-04-17,9,Wednesday,Old Airport Road,232,0.71,High,19.1,222.2
2024-04-17 09:00:00,2024-04-17,9,Wednesday,Whitefield Road,327,0.72,High,15.4,312.2
2024-04-17 09:00:00,2024-04-17,9,Wednesday,Electronic City Road,310,0.76,High,16.3,293.6
2024-04-17 10:00:00,2024-04-17,10,Wednesday,MG Road,251,0.99,Critical,5.0,220.9
2024-04-17 10:00:00,2024-04-17,10,Wednesday,Brigade Road,299,0.67,High,24.5,263.7
2024-04-17 10:00:00,2024-04-17,10,Wednesday,Outer Ring Road,419,0.77,High,16.5,386.4
2024-04-17 10:00:00,2024-04-17,10,Wednesday,Hosur Road,333,0.83,High,11.9,297.5
2024-04-17 10:00:00,2024-04-17,10,Wednesday,Bannerghatta Road,193,0.77,High,12.3,189.9
2024-04-17 10:00:00,2024-04-17,10,Wednesday,Old Airport Road,214,0.84,High,11.9,227.6
2024-04-17 10:00:00,2024-04-17,10,Wednesday,Whitefield Road,380,0.93,Critical,9.1,330.5
2024-04-17 10:00:00,2024-04-17,10,Wednesday,Electronic City Road,327,0.71,High,14.3,321.2
2024-04-17 11:00:00,2024-04-17,11,Wednesday,MG Road,218,0.54,Moderate,26.0,210.0
2024-04-17 11:00:00,2024-04-17,11,Wednesday,Brigade Road,226,0.48,Moderate,34.0,216.9
2024-04-17 11:00:00,2024-04-17,11,Wednesday,Outer Ring Road,151,0.41,Moderate,35.2,164.3
2024-04-17 11:00:00,2024-04-17,11,Wednesday,Hosur Road,182,0.37,Moderate,41.1,203.0
2024-04-17 11:00:00,2024-04-17,11,Wednesday,Bannerghatta Road,183,0.5,Moderate,28.9,192.1
2024-04-17 11:00:00,2024-04-17,11,Wednesday,Old Airport Road,90,0.62,Moderate,22.3,92.1
2024-04-17 11:00:00,2024-04-17,11,Wednesday,Whitefield Road,144,0.36,Moderate,39.9,151.8
2024-04-17 11:00:00,2024-04-17,11,Wednesday,Electronic City Road,100,0.64,Moderate,17.5,133.7
2024-04-17 12:00:00,2024-04-17,12,Wednesday,MG Road,195,0.51,Moderate,30.3,194.9
2024-04-17 12:00:00,2024-04-17,12,Wednesday,Brigade Road,187,0.65,High,17.2,202.0
2024-04-17 12:00:00,2024-04-17,12,Wednesday,Outer Ring Road,251,0.6,Moderate,21.5,242.3
2024-04-17 12:00:00,2024-04-17,12,Wednesday,Hosur Road,140,0.44,Moderate,29.1,144.0
2024-04-17 12:00:00,2024-04-17,12,Wednesday,Bannerghatta Road,99,0.56,Moderate,31.4,110.4
2024-04-17 12:00:00,2024-04-17,12,Wednesday,Old Airport Road,131,0.64,Moderate,20.2,144.7
2024-04-17 12:00:00,2024-04-17,12,Wednesday,Whitefield Road,190,0.44,Moderate,28.9,183.4
2024-04-17 12:00:00,2024-04-17,12,Wednesday,Electronic City Road,117,0.56,Moderate,30.7,137.7
2024-04-17 13:00:00,2024-04-17,13,Wednesday,MG Road,112,0.46,Moderate,37.1,140.3
2024-04-17 13:00:00,2024-04-17,13,Wednesday,Brigade Road,145,0.62,Moderate,23.6,159.3
2024-04-17 13:00:00,2024-04-17,13,Wednesday,Outer Ring Road,123,0.42,Moderate,32.9,148.8
2024-04-17 13:00:00,2024-04-17,13,Wednesday,Hosur Road,185,0.51,Moderate,32.5,190.0
2024-04-17 13:00:00,2024-04-17,13,Wednesday,Bannerghatta Road,160,0.61,Moderate,21.4,170.1
2024-04-17 13:00:00,2024-04-17,13,Wednesday,Old Airport Road,114,0.38,Moderate,39.7,112.8
2024-04-17 13:00:00,2024-04-17,13,Wednesday,Whitefield Road,152,0.38,Moderate,34.9,143.7
2024-04-17 13:00:00,2024-04-17,13,Wednesday,Electronic City Road,113,0.38,Moderate,32.2,146.1
2024-04-17 14:00:00,2024-04-17,14,Wednesday,MG Road,111,0.49,Moderate,29.7,113.1
2024-04-17 14:00:00,2024-04-17,14,Wednesday,Brigade Road,132,0.53,Moderate,32.2,135.5
2024-04-17 14:00:00,2024-04-17,14,Wednesday,Outer Ring Road,180,0.4,Moderate,40.2,192.0
2024-04-17 14:00:00,2024-04-17,14,Wednesday,Hosur Road,92,0.54,Moderate,27.3,122.7
2024-04-17 14:00:00,2024-04-17,14,Wednesday,Bannerghatta Road,102,0.4,Moderate,33.4,117.9
2024-04-17 14:00:00,2024-04-17,14,Wednesday,Old Airport Road,156,0.51,Moderate,30.2,174.0
2024-04-17 14:00:00,2024-04-17,14,Wednesday,Whitefield Road,116,0.5,Moderate,25.6,121.2
2024-04-17 14:00:00,2024-04-17,14,Wednesday,Electronic City Road,204,0.47,Moderate,29.7,188.6
2024-04-17 15:00:00,2024-04-17,15,Wednesday,MG Road,209,0.47,Moderate,29.7,197.2
2024-04-17 15:00:00,2024-04-17,15,Wednesday,Brigade Road,116,0.56,Moderate,27.9,132.7
2024-04-17 15:00:00,2024-04-17,15,Wednesday,Outer Ring Road,127,0.47,Moderate,34.3,149.3
2024-04-17 15:00:00,2024-04-17,15,Wednesday,Hosur Road,178,0.41,Moderate,36.2,201.1
2024-04-17 15:00:00,2024-04-17,15,Wednesday,Bannerghatta Road,102,0.39,Moderate,33.9,111.6
2024-04-17 15:00:00,2024-04-17,15,Wednesday,Old Airport Road,82,0.57,Moderate,22.1,94.3
